日付,室数,人数,宿泊売上,喫食数
2023/7/19,230,284,1138609,90
2023/7/20,316,377,1591989,117
2023/7/21,367,482,2031171,138
2023/7/22,392,552,3319352,122
2023/7/23,268,376,1445847,89
2023/7/24,248,319,1226541,90
2023/7/25,356,478,1913406,103
2023/7/26,322,399,1653353,107
2023/7/27,384,471,2029125,129
2023/7/28,383,516,2324516,142
2023/7/29,384,536,3248673,132
2023/7/30,274,369,1398275,101
2023/7/31,214,287,1107332,64
2023/8/1,242,304,1181248,80
2023/8/2,299,401,1366418,114
2023/8/3,369,493,1955466,124
2023/8/4,383,518,2464244,137
2023/8/5,412,595,3840984,135
2023/8/6,307,428,1613733,93
2023/8/7,336,455,1781574,111
2023/8/8,395,531,2204992,113
2023/8/9,365,500,1999308,97
2023/8/10,389,529,2462410,96
2023/8/11,406,578,3588635,103
2023/8/12,418,611,3810097,136
2023/8/13,380,547,2838624,110
2023/8/14,370,516,2301172,110
2023/8/15,337,468,1893996,75
2023/8/16,353,483,2060335,113
2023/8/17,338,459,1830615,115
2023/8/18,404,581,2588684,127
2023/8/19,414,603,3745250,144
2023/8/20,385,534,2077176,110
2023/8/21,368,484,1871903,144
2023/8/22,393,521,2102374,117
2023/8/23,368,476,1950248,98
2023/8/24,341,422,1747942,82
2023/8/25,373,483,2108709,109
2023/8/26,382,514,3027245,105
2023/8/27,243,317,1117627,73
2023/8/28,248,313,1122079,70
2023/8/29,291,355,1321635,77
2023/8/30,312,370,1425760,80
2023/8/31,300,353,1369111,71
2023/9/1,346,438,1723651,73
2023/9/2,355,464,2513146,81
2023/9/3,249,302,1128485,58
2023/9/4,226,279,1017610,54
2023/9/5,234,291,1113222,57
2023/9/6,311,392,1483785,80
2023/9/7,355,448,1771423,82
2023/9/8,363,467,1988483,85
2023/9/9,415,597,3873433,115
2023/9/10,350,475,1740783,75
2023/9/11,270,355,1328840,71
2023/9/12,341,432,1686293,79
2023/9/13,364,455,1820681,109
2023/9/14,379,454,1948336,102
2023/9/15,368,482,2125479,108
2023/9/16,418,607,3768189,129
2023/9/17,394,568,3282906,114
2023/9/18,200,256,942307,70
2023/9/19,199,255,955786,75
2023/9/20,305,362,1481466,116
2023/9/21,366,434,1859890,93
2023/9/22,357,454,1974672,109
2023/9/23,388,508,3058893,112
2023/9/24,250,305,1117761,77
2023/9/25,221,280,1062495,60
2023/9/26,265,329,1309143,72
2023/9/27,316,383,1588204,106
2023/9/28,292,341,1478775,72
2023/9/29,334,425,1762154,95
2023/9/30,387,529,3002936,133
2023/10/1,237,294,1136688,51
2023/10/2,254,317,1228910,70
2023/10/3,269,321,1339875,68
2023/10/4,312,372,1555348,102
2023/10/5,346,418,1773739,115
2023/10/6,336,426,2056790,95
2023/10/7,419,608,3780661,152
2023/10/8,409,596,3667734,166
2023/10/9,230,298,1114610,76
2023/10/10,228,273,1122097,81
2023/10/11,302,370,1536789,97
2023/10/12,374,454,1965131,112
2023/10/13,368,471,2172336,91
2023/10/14,389,537,3272377,120
2023/10/15,286,380,1454227,87
2023/10/16,323,419,1656233,93
2023/10/17,368,476,1973673,93
2023/10/18,410,513,2272479,136
2023/10/19,412,507,2308607,143
2023/10/20,407,545,2627163,132
2023/10/21,422,602,3760747,133
2023/10/22,304,409,1527878,73
2023/10/23,272,351,1374052,97
2023/10/24,313,391,1609716,94
2023/10/25,385,478,2078339,116
2023/10/26,414,511,2316113,141
2023/10/27,400,514,2373937,116
2023/10/28,410,572,3630731,187
2023/10/29,247,307,1276434,90
2023/10/30,254,318,1281019,90
2023/10/31,326,421,1748686,118
2023/11/1,338,432,1922571,106
2023/11/2,391,527,2528575,133
2023/11/3,415,612,3791269,154
2023/11/4,419,599,3814167,174
2023/11/5,226,287,1155651,69
2023/11/6,192,226,949686,55
2023/11/7,262,302,1311927,57
2023/11/8,334,444,1882773,173
2023/11/9,379,437,2051789,127
2023/11/10,419,556,2524328,149
2023/11/11,425,577,3878188,168
2023/11/12,203,274,1073924,87
2023/11/13,201,232,995881,52
2023/11/14,299,342,1503717,69
2023/11/15,399,461,2131247,143
2023/11/16,422,496,2573587,163
2023/11/17,419,554,2727849,133
2023/11/18,420,568,3924565,137
2023/11/19,271,344,1381601,72
2023/11/20,237,286,1166998,65
2023/11/21,317,384,1584002,82
2023/11/22,338,429,1961935,74
2023/11/23,395,564,2529621,129
2023/11/24,428,608,3260648,149
2023/11/25,423,583,4136900,146
2023/11/26,216,267,1058277,53
2023/11/27,191,220,932388,57
2023/11/28,264,305,1318403,57
2023/11/29,272,317,1390578,83
2023/11/30,236,282,1218576,72
2023/12/1,374,494,2288626,111
2023/12/2,422,600,3895572,188
2023/12/3,230,286,1091798,77
2023/12/4,201,232,946147,46
2023/12/5,227,267,1101778,44
2023/12/6,272,315,1371357,59
2023/12/7,386,455,2164571,113
2023/12/8,384,497,2405475,83
2023/12/9,416,594,3975360,143
2023/12/10,255,330,1280718,58
2023/12/11,232,270,1139667,66
2023/12/12,290,336,1458004,71
2023/12/13,297,336,1464352,75
2023/12/14,306,344,1584859,85
2023/12/15,374,455,2178949,110
2023/12/16,410,566,3782203,125
2023/12/17,234,291,1142065,63
2023/12/18,185,213,886274,64
2023/12/19,204,238,991790,58
2023/12/20,247,285,1222405,68
2023/12/21,303,356,1626973,79
2023/12/22,349,457,2066746,88
2023/12/23,394,583,3514401,149
2023/12/24,339,502,2029479,89
2023/12/25,304,441,1697844,92
2023/12/26,334,469,2009522,106
2023/12/27,341,484,2046331,82
2023/12/28,342,496,2170643,122
2023/12/29,390,562,3107614,85
2023/12/30,368,573,3298853,114
2023/12/31,321,529,2997841,102
2024/1/1,313,512,2859581,114
2024/1/2,219,359,1671087,85
2024/1/3,249,373,1358661,95
2024/1/4,279,397,1423522,118
2024/1/5,304,424,1628551,106
2024/1/6,382,543,2897743,106
2024/1/7,260,361,1724453,62
2024/1/8,160,195,730821,35
2024/1/9,186,225,851735,51
2024/1/10,166,195,735598,42
2024/1/11,195,227,866945,52
2024/1/12,244,299,1228846,71
2024/1/13,330,444,2324628,91
2024/1/14,183,224,883374,34
2024/1/15,199,233,919585,49
2024/1/16,229,279,1069340,62
2024/1/17,241,276,1141693,58
2024/1/18,265,313,1227115,82
2024/1/19,299,371,1506328,64
2024/1/20,334,432,2325238,75
2024/1/21,161,187,700738,41
2024/1/22,171,201,776138,46
2024/1/23,213,249,1013528,51
2024/1/24,203,233,979237,47
2024/1/25,237,275,1158597,43
2024/1/26,303,381,1605643,61
2024/1/27,351,460,2607047,77
2024/1/28,189,239,937034,49
2024/1/29,205,241,944530,67
2024/1/30,249,287,1178325,99
2024/1/31,235,273,1087494,90
2024/2/1,240,304,1187290,61
2024/2/2,306,379,1614671,100
2024/2/3,371,516,2767775,140
2024/2/4,205,287,1070045,51
2024/2/5,230,309,1145475,54
2024/2/6,241,311,1143453,61
2024/2/7,293,369,1377185,72
2024/2/8,293,343,1356796,79
2024/2/9,316,398,1768965,86
2024/2/10,376,546,3634934,149
2024/2/11,366,540,3071067,119
2024/2/12,194,254,930248,51
2024/2/13,293,375,1437032,71
2024/2/14,337,440,1663340,101
2024/2/15,337,421,1676905,97
2024/2/16,372,501,2124271,99
2024/2/17,372,534,3562339,137
2024/2/18,332,451,1679336,67
2024/2/19,343,476,1757477,91
2024/2/20,321,440,1689172,85
2024/2/21,335,444,1763528,67
2024/2/22,304,383,1753248,65
2024/2/23,369,541,3363524,183
2024/2/24,374,520,3689398,172
2024/2/25,283,372,1417550,72
2024/2/26,271,355,1311651,66
2024/2/27,314,433,1590135,111
2024/2/28,275,367,1404141,105
2024/2/29,250,316,1199178,92
2024/3/1,293,380,1558351,80
2024/3/2,340,452,2727834,122
2024/3/3,235,312,1154325,69
2024/3/4,233,317,1199463,82
2024/3/5,305,422,1702401,91
2024/3/6,339,452,1828817,94
2024/3/7,341,447,1898010,121
2024/3/8,363,495,2241010,109
2024/3/9,368,514,3082909,109
2024/3/10,271,357,1349406,94
2024/3/11,284,408,1498142,73
2024/3/12,350,485,1902558,77
2024/3/13,354,468,1890290,78
2024/3/14,349,460,1946513,91
2024/3/15,384,528,2320473,121
2024/3/16,408,574,3841429,131
2024/3/17,306,416,1832405,71
2024/3/18,392,539,2343946,121
2024/3/19,371,516,2180392,100
2024/3/20,329,458,1943836,94
2024/3/21,408,542,2463752,130
2024/3/22,409,567,3051489,164
2024/3/23,411,582,4148981,214
2024/3/24,368,518,2297448,128
2024/3/25,406,569,2621642,149
2024/3/26,406,577,2722704,197
2024/3/27,409,572,2773481,185
2024/3/28,409,576,2806596,183
2024/3/29,413,601,3237530,172
2024/3/30,412,594,4324324,201
2024/3/31,397,555,2653424,164
2024/4/1,413,573,2809051,176
2024/4/2,421,597,2828623,202
2024/4/3,413,569,2743287,181
2024/4/4,409,561,2662561,163
2024/4/5,401,560,2714255,137
2024/4/6,418,596,4427173,190
2024/4/7,389,510,2176946,88
2024/4/8,333,423,1775762,93
2024/4/9,387,473,2090019,109
2024/4/10,401,481,2258789,104
2024/4/11,415,500,2461614,145
2024/4/12,415,551,2573201,110
2024/4/13,416,578,3806556,125
2024/4/14,300,384,1510552,106
2024/4/15,316,397,1576353,124
2024/4/16,383,487,1955664,162
2024/4/17,403,505,2151982,164
2024/4/18,406,493,2221511,150
2024/4/19,410,552,2384596,132
2024/4/20,418,599,4050042,174
2024/4/21,349,456,1806160,124
2024/4/22,289,354,1350432,75
2024/4/23,337,406,1620736,74
2024/4/24,342,401,1641330,70
2024/4/25,321,365,1494217,83
2024/4/26,353,437,1785346,93
2024/4/27,409,595,3655035,131
2024/4/28,356,532,3004533,100
2024/4/29,216,300,1203670,57
2024/4/30,260,342,1294683,77
2024/5/1,276,353,1489587,69
2024/5/2,337,471,2052586,121
2024/5/3,410,616,4075218,159
2024/5/4,419,637,4056161,157
2024/5/5,318,454,2500028,63
2024/5/6,203,252,896570,44
2024/5/7,200,254,937701,67
2024/5/8,202,233,946075,68
2024/5/9,274,323,1281652,75
2024/5/10,321,411,1667086,48
2024/5/11,355,502,3184235,68
2024/5/12,246,303,1176162,45
2024/5/13,230,273,1076966,48
2024/5/14,267,315,1312268,43
2024/5/15,283,331,1352967,73
2024/5/16,348,423,1876560,115
2024/5/17,349,451,2051139,89
2024/5/18,361,500,3660667,124
2024/5/19,322,449,1740568,76
2024/5/20,220,277,1107176,45
2024/5/21,272,346,1356635,73
2024/5/22,288,356,1492307,67
2024/5/23,301,358,1571398,73
2024/5/24,328,440,1951063,93
2024/5/25,361,524,3529478,123
2024/5/26,246,304,1161562,68
2024/5/27,207,254,972169,61
2024/5/28,295,363,1478303,100
2024/5/29,333,427,1841087,98
2024/5/30,316,396,1865793,91
2024/5/31,333,422,1726123,91
2024/6/1,347,490,2768601,89
2024/6/2,198,254,958758,58
2024/6/3,175,218,815472,43
2024/6/4,222,278,1107567,79
2024/6/5,267,312,1255706,56
2024/6/6,283,324,1398636,60
2024/6/7,357,473,2097107,66
2024/6/8,368,521,3195178,109
2024/6/9,187,242,868966,39
2024/6/10,173,202,764085,49
2024/6/11,261,316,1213025,83
2024/6/12,279,335,1313877,77
2024/6/13,282,350,1380231,73
2024/6/14,350,458,1956636,98
2024/6/15,354,498,2932846,125
2024/6/16,239,301,1135069,59
2024/6/17,251,321,1167134,97
2024/6/18,279,341,1330773,82
2024/6/19,255,303,1212674,58
2024/6/20,285,335,1391618,99
2024/6/21,313,386,1673119,81
2024/6/22,361,499,2960004,109
2024/6/23,250,332,1217258,93
2024/6/24,240,300,1117048,64
2024/6/25,281,356,1449624,58
2024/6/26,293,357,1381846,58
2024/6/27,319,393,1560428,82
2024/6/28,342,443,1890648,95
2024/6/29,351,466,2689714,98
2024/6/30,179,232,864979,59
2024/7/1,158,193,716039,35
2024/7/2,193,232,901499,62
2024/7/3,246,291,1192753,92
2024/7/4,269,308,1317671,121
2024/7/5,322,404,1752956,98
2024/7/6,361,492,3175662,153
2024/7/7,251,317,1284521,78
2024/7/8,201,258,988207,59
2024/7/9,241,285,1187119,63
2024/7/10,286,343,1467501,142
2024/7/11,284,329,1416549,107
2024/7/12,316,393,1807072,97
2024/7/13,413,601,4420676,161
2024/7/14,397,597,3872974,119
2024/7/15,241,333,1216877,45
2024/7/16,258,326,1291484,54
2024/7/17,275,329,1367370,69
2024/7/18,296,340,1492902,86
2024/7/19,367,461,2171726,95
2024/7/20,410,561,4082052,134
2024/7/21,360,480,1914439,113
2024/7/22,239,317,1240247,67
2024/7/23,301,387,1583511,84
2024/7/24,360,467,1908727,136
2024/7/25,390,489,2183897,122
2024/7/26,391,505,2428612,132
2024/7/27,401,559,3873861,155
2024/7/28,287,396,1560612,96
2024/7/29,257,326,1282527,79
2024/7/30,313,408,1689829,132
2024/7/31,303,384,1585627,106
2024/8/1,341,420,1853904,123
2024/8/2,327,429,2017984,105
2024/8/3,411,603,4149286,129
2024/8/4,252,357,1478674,85
2024/8/5,276,380,1503136,94
2024/8/6,376,498,2184894,155
2024/8/7,407,537,2431898,172
2024/8/8,373,488,2316990,155
2024/8/9,318,408,2158331,68
2024/8/10,400,554,3931442,189
2024/8/11,408,571,3775658,133
2024/8/12,404,582,2919220,108
2024/8/13,401,584,2703995,126
2024/8/14,380,541,2490268,109
2024/8/15,361,490,2142221,95
2024/8/16,397,551,2673802,104
2024/8/17,391,542,3499543,143
2024/8/18,312,408,1659360,83
2024/8/19,282,368,1475860,73
2024/8/20,339,447,1911558,70
2024/8/21,350,445,1924765,89
2024/8/22,370,462,2021103,125
2024/8/23,388,497,2322447,119
2024/8/24,393,530,3445936,134
2024/8/25,218,273,1131175,50
2024/8/26,189,222,944854,46
2024/8/27,194,243,1027397,43
2024/8/28,185,226,934521,40
2024/8/29,189,223,961631,30
2024/8/30,183,224,988020,49
2024/8/31,161,207,1277989,43
2024/9/1,162,204,838167,27
2024/9/2,193,252,998712,23
2024/9/3,323,405,1681371,67
2024/9/4,353,439,1950177,122
2024/9/5,359,437,2056742,120
2024/9/6,338,418,1858988,79
2024/9/7,338,457,2803400,89
2024/9/8,232,283,1125661,40
2024/9/9,261,320,1277638,55
2024/9/10,320,382,1653808,66
2024/9/11,339,405,1766181,75
2024/9/12,339,399,1820623,87
2024/9/13,319,408,1861907,87
2024/9/14,350,501,3717100,120
2024/9/15,364,529,3394301,136
2024/9/16,211,268,1100854,56
2024/9/17,257,323,1366067,66
2024/9/18,325,401,1720604,70
2024/9/19,343,407,1903617,93
2024/9/20,331,410,1943753,68
2024/9/21,366,509,4092966,133
2024/9/22,364,518,3480206,124
2024/9/23,181,204,842988,38
2024/9/24,262,310,1326211,62
2024/9/25,304,362,1590785,80
2024/9/26,321,391,1738922,89
2024/9/27,335,424,1900689,92
2024/9/28,362,487,3231781,94
2024/9/29,231,281,1230874,35
2024/9/30,236,289,1127736,52
2024/10/1,298,379,1609230,57
2024/10/2,312,401,1789217,92
2024/10/3,351,438,2156150,107
2024/10/4,356,465,2300177,87
2024/10/5,364,518,3367512,109
2024/10/6,297,398,1585274,67
2024/10/7,264,328,1346297,75
2024/10/8,341,432,1894610,87
2024/10/9,356,437,2058689,114
2024/10/10,362,435,2156899,146
2024/10/11,358,502,2476965,100
2024/10/12,367,538,3837111,154
2024/10/13,360,538,3540297,143
2024/10/14,259,347,1471645,57
2024/10/15,329,433,1818262,73
2024/10/16,357,448,2080684,104
2024/10/17,363,448,2173791,107
2024/10/18,360,475,2538027,116
2024/10/19,362,503,3545151,144
2024/10/20,302,420,1578748,64
2024/10/21,354,479,2004808,85
2024/10/22,366,473,2094714,139
2024/10/23,366,451,2154852,133
2024/10/24,364,456,2259254,113
2024/10/25,361,505,2500172,92
2024/10/26,366,518,3883469,134
2024/10/27,350,489,1919956,98
2024/10/28,304,401,1583599,73
2024/10/29,342,448,1838955,73
2024/10/30,338,422,1842449,68
2024/10/31,352,467,1989859,95
2024/11/1,405,575,2848623,91
2024/11/2,417,600,4690439,151
2024/11/3,410,609,4250785,142
2024/11/4,263,372,1457500,84
2024/11/5,271,363,1487278,84
2024/11/6,327,389,1781101,75
2024/11/7,416,495,2463116,132
2024/11/8,410,541,2822398,102
2024/11/9,412,564,4110496,143
2024/11/10,277,365,1476362,98
2024/11/11,306,388,1527221,96
2024/11/12,383,483,2096095,106
2024/11/13,413,506,2446494,126
2024/11/14,417,502,2587708,155
2024/11/15,415,562,3031029,183
2024/11/16,417,574,4249569,192
2024/11/17,299,395,1587296,77
2024/11/18,349,447,1839075,95
2024/11/19,405,518,2341499,130
2024/11/20,414,530,2535434,131
2024/11/21,416,510,2644374,170
2024/11/22,417,574,3240053,112
2024/11/23,414,581,4328048,153
2024/11/24,355,486,1826680,86
2024/11/25,379,496,1962296,105
2024/11/26,403,504,2272149,152
2024/11/27,416,521,2450084,155
2024/11/28,416,533,2499421,137
2024/11/29,414,568,2697307,126
2024/11/30,412,591,4281209,143
2024/12/1,290,404,1569104,93
2024/12/2,262,344,1307721,73
2024/12/3,305,376,1546111,87
2024/12/4,363,451,1957689,122
2024/12/5,418,537,2545304,146
2024/12/6,417,554,2809969,144
2024/12/7,413,571,4443907,143
2024/12/8,318,395,1618501,63
2024/12/9,269,338,1319505,57
2024/12/10,358,449,1864398,88
2024/12/11,396,485,2138921,115
2024/12/12,414,486,2506564,123
2024/12/13,414,547,2742259,102
2024/12/14,419,584,4619952,120
2024/12/15,297,395,1561948,75
2024/12/16,316,381,1524544,73
2024/12/17,381,477,1972672,87
2024/12/18,376,475,2040393,95
2024/12/19,396,471,2331501,95
2024/12/20,411,554,2756049,74
2024/12/21,410,599,4420261,105
2024/12/22,298,434,1642595,47
2024/12/23,274,376,1460192,58
2024/12/24,352,564,2107258,91
2024/12/25,404,602,2890511,135
2024/12/26,400,582,2818649,112
2024/12/27,408,608,2996372,140
2024/12/28,410,617,3902973,136
2024/12/29,417,640,3576229,146
2024/12/30,400,616,3254644,138
2024/12/31,394,607,3781300,134
2025/1/1,397,613,3251992,115
2025/1/2,380,602,2409033,105
2025/1/3,399,613,2505182,90
2025/1/4,389,597,2457332,90
2025/1/5,188,271,931017,46
2025/1/6,157,217,759924,29
2025/1/7,173,226,829750,39
2025/1/8,226,302,1150045,55
2025/1/9,248,334,1261536,67
2025/1/10,320,439,1715344,66
2025/1/11,406,579,3612408,97
2025/1/12,404,583,3112583,80
2025/1/13,263,354,1329706,60
2025/1/14,264,341,1276458,51
2025/1/15,349,437,1757289,89
2025/1/16,382,484,1988288,90
2025/1/17,390,539,2147690,109
2025/1/18,404,581,3279048,96
2025/1/19,205,272,1022852,45
2025/1/20,0,0,0,0
2025/1/21,0,0,0,0
2025/1/22,398,521,2093707,105
2025/1/23,412,511,2265036,107
2025/1/24,412,563,2392724,78
2025/1/25,417,587,4064142,106
2025/1/26,257,371,1354639,33
2025/1/27,285,399,1407023,61
2025/1/28,375,501,1964996,87
2025/1/29,368,497,1980600,93
2025/1/30,390,529,2104483,110
2025/1/31,408,558,2394228,95
2025/2/1,406,563,3633097,122
2025/2/2,254,362,1320673,54
2025/2/3,265,373,1357284,54
2025/2/4,382,546,2091914,100
2025/2/5,379,533,2070642,82
2025/2/6,399,500,2273045,87
2025/2/7,412,592,2721470,84
2025/2/8,409,594,4172255,96
2025/2/9,374,564,2110875,78
2025/2/10,390,587,2116006,124
2025/2/11,300,426,1549201,75
2025/2/12,369,526,2016425,60
2025/2/13,410,553,2371152,77
2025/2/14,403,574,2480471,71
2025/2/15,411,588,4044713,112
2025/2/16,302,451,1673878,61
2025/2/17,355,520,1923770,69
2025/2/18,406,604,2342628,111
2025/2/19,413,595,2350076,108
2025/2/20,405,560,2258410,109
2025/2/21,400,568,2479069,83
2025/2/22,410,596,4877404,113
2025/2/23,411,590,4799943,111
2025/2/24,379,540,2113943,92
2025/2/25,370,529,1970589,77
2025/2/26,400,572,2141192,79
2025/2/27,381,513,1985202,78
2025/2/28,406,554,2267831,92
2025/3/1,394,564,3546530,100
2025/3/2,261,368,1350354,77
2025/3/3,345,498,1836320,88
2025/3/4,361,534,2051041,111
2025/3/5,411,599,2393068,100
2025/3/6,412,587,2436062,100
2025/3/7,414,591,2667823,115
2025/3/8,409,573,3997346,128
2025/3/9,362,510,1930494,94
2025/3/10,368,553,2020914,66
2025/3/11,411,606,2399128,78
2025/3/12,415,603,2411187,96
2025/3/13,410,578,2435415,101
2025/3/14,412,593,2595414,86
2025/3/15,406,575,4108931,140
2025/3/16,341,511,2007063,71
2025/3/17,406,601,2450800,88
2025/3/18,409,598,2527778,98
2025/3/19,405,588,2596703,116
2025/3/20,405,606,2695586,139
2025/3/21,405,587,3194024,136
2025/3/22,407,590,4491364,127
2025/3/23,394,576,2390974,106
2025/3/24,411,603,2491082,100
2025/3/25,410,598,2971562,119
2025/3/26,413,592,3064499,160
2025/3/27,417,583,3260879,143
2025/3/28,409,570,3553608,146
2025/3/29,409,595,4825064,185
2025/3/30,400,602,2504787,128
2025/3/31,415,601,2807112,142
2025/4/1,417,592,2905251,194
2025/4/2,416,593,2912085,161
2025/4/3,412,588,2956929,137
2025/4/4,413,591,3168845,130
2025/4/5,416,602,4733521,155
2025/4/6,405,587,2965512,109
2025/4/7,406,562,2602115,145
2025/4/8,411,561,2800463,138
2025/4/9,414,564,2857058,144
2025/4/10,415,562,3039018,172
2025/4/11,411,583,3228886,135
2025/4/12,411,585,4904322,173
2025/4/13,409,593,2964616,175
2025/4/14,411,580,2834041,177
2025/4/15,415,577,2917781,169
2025/4/16,408,548,2923848,156
2025/4/17,409,533,3076695,148
2025/4/18,410,550,3584522,137
2025/4/19,412,579,4573789,192
2025/4/20,387,563,2512062,128
2025/4/21,417,566,2813101,132
2025/4/22,415,565,2857071,141
2025/4/23,411,549,2874250,146
2025/4/24,408,540,3101690,150
2025/4/25,404,536,3224585,152
2025/4/26,409,578,4781398,147
2025/4/27,408,598,3047718,120
2025/4/28,409,606,2867249,145
2025/4/29,399,576,2635715,115
2025/4/30,403,590,2651688,122
2025/5/1,409,607,2842525,106
2025/5/2,407,593,3476782,127
2025/5/3,409,615,5470540,158
2025/5/4,409,625,5493110,123
2025/5/5,396,590,3751200,124
2025/5/6,285,410,1507056,74
2025/5/7,329,464,1904350,88
2025/5/8,392,543,2395961,113
2025/5/9,391,510,2840489,130
2025/5/10,411,559,4893755,165
2025/5/11,384,550,2411766,95
2025/5/12,402,548,2637184,114
2025/5/13,410,539,2934347,152
2025/5/14,416,545,2990343,169
2025/5/15,415,536,3129070,168
2025/5/16,412,531,3550420,167
2025/5/17,414,568,5327769,181
2025/5/18,405,568,2800185,149
2025/5/19,417,571,2936732,175
2025/5/20,411,557,3105356,185
2025/5/21,413,546,3027806,180
2025/5/22,414,551,3223635,200
2025/5/23,413,558,3526632,197
2025/5/24,411,579,4895399,188
2025/5/25,408,587,3123540,134
2025/5/26,415,582,3244048,162
2025/5/27,411,557,2943121,168
2025/5/28,411,551,3071440,159
2025/5/29,416,528,3465463,161
2025/5/30,414,567,3799039,138
2025/5/31,414,577,5279871,152
